GENE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO	PWY	Module	Module-Name	Module-Completeness	Metabolism	Metabolism-name	KO-name	EC	MAG	Condition
metabat2.spades.15_4_111	59.742503	-1.525581161	0.5123336255	-2.977710393	0.002904102496	0.01851263916	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1394	933.1426299	0.3382065089	0.2555549981	1.323419661	0.1856958571	0.3622370069	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_56_29	5.677914934	-1.524943142	1.019241753	-1.496154507	0.1346133965	0.4908099669	K01754	,aminoacids,aminoacids	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	100	260,290	,Glycine   serine  and  threonine  metabolism  ,Valine   leucine  and  isoleucine  biosynthesis	E4.3.1.19 ilvA tdcB; threonine dehydratase	4.3.1.19	Tepidanaerobacteraceae_sp._UNIPD27	AA
vamb.spades.1_32_1	68.85397638	-3.037628956	1.017868657	-2.98430346	0.00284224732	0.03255665112	K13993		No Module	-	-					Limnochordia_sp._UNIPD22	AA+Ab
metabat2.spades.25_16_73	23.50927289	-1.523713635	0.9110096756	-1.672554832	0.09441496498	0.3770344871	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1396	841.9519522	0.485915451	0.348322652	1.395015363	0.1630112067	0.3315410219	K01251	aminoacids	M00035	Methionine degradation	75	270	Cysteine  and  methionine  metabolism	AHCY ahcY; adenosylhomocysteinase	3.13.2.1	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_3_119	44.205727	-1.521595677	0.4460095393	-3.411576531	0.0006458836751	0.005944230246	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_6_109	39.44333835	-3.004562717	0.5945582029	-5.053437498	4.34e-07	2.09e-05	K10547	transporters	No Module	-	-			['gguB;', 'putative', 'multiple', 'sugar', 'transport', 'system', 'permease', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.spades.15_9_37	29359.02459	-1.521156952	0.3971738198	-3.829952722	0.0001281678814	0.001630180244	K10439	transporters	No Module	-	-			['rbsB;', 'ribose', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_14	477.4029093	-0.5350618665	0.3318196086	-1.612508281	0.1068513794	0.2571677268	K02007	transporters	No Module	-	-			['cbiM;', 'cobalt/nickel', 'transport', 'system', 'permease', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_16_57	13.36084274	-1.520871963	0.9528972358	-1.6	0.11	0.393198623	K01533,K17686	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	copB; P-type Cu2+ transporter	7.2.2.9	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_140	2967.816761	-0.8030806561	0.3606393767	-2.226824656	0.02595899485	0.09938223029	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_31_18	10.9725474	-1.520460925	0.9080871379	-1.674355755	0.09406070296	0.3770344871	K18011	,aminoacids,aminoacids	No Module	-	-	310,470	,Lysine  degradation  ,D-Amino  acid  metabolism	kamE; beta-lysine 56-aminomutase beta subunit	5.4.3.3	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1400	47.52667449	-0.5751412691	0.4059599588	-1.416743836	0.1565578358	0.3234700257	K04517	aminoacids	M00025	Tyrosine biosynthesis, chorismate => tyrosine	66.66666667	400	Phenylalanine   tyrosine  and  tryptophan  biosynthesis	tyrA2; prephenate dehydrogenase	1.3.1.12	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_21_40	55.48877313	-1.518504706	0.7049807646	-2.153966153	0.03124282635	0.20882302	K00428	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	E1.11.1.5; cytochrome c peroxidase	1.11.1.5	Symbiobacterium_sp._UNIPD15	AA
metabat2.spades.15_9_71	17.80910821	-2.999637148	0.9061533537	-3.310297463	0.0009319687155	0.01046393763	K18014	aminoacids	No Module	-	-	310	Lysine  degradation	kal; 3-aminobutyryl-CoA ammonia-lyase	4.3.1.14	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
maxbin2.spades.001_1_508	43.6528351	-1.515754756	0.4734959514	-3.201198978	0.001368569892	0.01067804089	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.megahit.33_14_37	20.28944681	-2.989193779	1.024897091	-2.916579435	0.003538925965	0.0455718135	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_24_17	137.485156	-1.514285152	0.3029863252	-4.997866325	5.8e-07	1.99e-05	K20460	transporters	No Module	-	-			['nukE,', 'mcdE,', 'sboE;', 'lantibiotic', 'transport', 'system', 'permease', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_6_110	34.16844382	-2.988957945	0.6059055547	-4.933042652	8.1e-07	3.41e-05	K10548	transporters	No Module	-	-			gguA; putative multiple sugar transport system ATP-binding protein	7.5.2.-	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.spades.15_38_8	113.8117539	-1.512702619	0.3472918602	-4.355709973	1.33e-05	0.0002544818537	K03655	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	recG; ATP-dependent DNA helicase RecG	5.6.2.4	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.18_18_19	101.236924	-1.507265561	0.627512206	-2.401970107	0.01630704093	0.4254099303	K02027	transporters	No Module	-	-			['ABC.MS.S;', 'multiple', 'sugar', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Limnochordia_sp._UNIPD14	AA
metabat2.spades.25_20_23	97.69977752	-1.503784128	0.6704782059	-2.242853108	0.02490628846	0.1828817508	K04077	Folding_sorting_degradation	No Module	-	-	3018	RNA  degradation	groEL HSPD1; chaperonin GroEL	5.6.1.7	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_245	71.42457776	-1.503394665	0.5253643159	-2.861623105	0.00421477785	0.02482188389	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_1410	58.67289708	-0.76146517	0.5300882915	-1.436487435	0.1508636893	0.3154606193	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_8_70	9.923918256	-1.502898921	0.8699063019	-1.727656091	0.08404990009	0.3583361996	K03088		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
metabat2.megahit.33_74_1	200.6519717	-2.917738682	0.5406208946	-5.397014269	6.78e-08	8.94e-06	K01534	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	zntA; Zn2+/Cd2+-exporting ATPase	7.2.2.12,7.2.2.12	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_31_11	24.09259439	-1.502429101	0.7066460996	-2.126140796	0.03349153793	0.1798718864	K03088		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1414	65.27259747	-0.7144875598	0.446962237	-1.59854122	0.1099225793	0.2599216625	K01657	aminoacids	M00023	Tryptophan biosynthesis, chorismate => tryptophan	100	400	Phenylalanine   tyrosine  and  tryptophan  biosynthesis	trpE; anthranilate synthase component I	4.1.3.27	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1043	388.6155502	-1.50191366	0.4923281043	-3.050635637	0.002283575106	0.01587962997	K03498	transporters	No Module	-	-			['trkH,', 'trkG,', 'ktrB,', 'ktrD;', 'trk/ktr', 'system', 'potassium', 'uptake', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_1416	553.7052279	-0.7790898902	0.6074871625	-1.282479595	0.1996744584	0.3808191213	K01609	aminoacids	M00023	Tryptophan biosynthesis, chorismate => tryptophan	100	400	Phenylalanine   tyrosine  and  tryptophan  biosynthesis	trpC; indole-3-glycerol phosphate synthase	4.1.1.48	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_22_4	44.43899731	-1.500159215	0.3471440665	-4.321431243	1.55e-05	0.0002900546234	K18890		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_204	5.434343277	-1.499399204	1.06322788	-1.410233152	0.1584708498	0.3219272993	K14103	noPWY	No Module	-	-	99982	Energy  metabolism\n	['ehaL;', 'energy-converting', 'hydrogenase', 'A', 'subunit', 'L\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA
metabat2.spades.25_24_26	8.918750245	-1.499308367	0.9697261985	-1.546115151	0.1220767604	0.4053551009	K03499	transporters	No Module	-	-			['trkA,', 'ktrA,', 'ktrC;', 'trk/ktr', 'system', 'potassium', 'uptake', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1419	515.2334709	-0.83128676	0.5210059789	-1.59554169	0.110591155	0.2599216625	K01695	,aminoacids,aminoacids	M00023	Tryptophan biosynthesis, chorismate => tryptophan	100	260,400	,Glycine   serine  and  threonine  metabolism  ,Phenylalanine   tyrosine  and  tryptophan  biosynthesis	trpA; tryptophan synthase alpha chain	4.2.1.20	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_148	9.630845239	-1.49620221	0.7396008744	-2.02	0.0431	0.1333542151	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_1420	750.6586628	-0.8566029725	0.4940387545	-1.73	0.0829	0.2214561306	K00766	aminoacids	M00023	Tryptophan biosynthesis, chorismate => tryptophan	100	400	Phenylalanine   tyrosine  and  tryptophan  biosynthesis	trpD; anthranilate phosphoribosyltransferase	2.4.2.18	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_5_74	51.78393864	-1.495885461	0.4154219204	-3.600882351	0.0003171390695	0.003285952299	K02392		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1421	170.4835896	-0.859566334	0.3436571243	-2.501232401	0.01237619336	0.06060067096	K00939	,cofactors_and_vitamins,nucleotide	M00049	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	100	730,230	,Thiamine  metabolism  ,Purine  metabolism	adk AK; adenylate kinase	2.7.4.3	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_5_102	13.35101123	-1.493059001	0.7475573027	-1.997250238	0.04579800605	0.2595644164	K02004	transporters	No Module	-	-			['ABC.CD.P;', 'putative', 'ABC', 'transport', 'system', 'permease', 'protein\n']	-	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1422	107.7228955	-0.5336465122	0.3219186779	-1.657705964	0.09737682952	0.2457231142	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_6_97	1029.056388	-1.492660617	0.5902454866	-2.53	0.0114	0.05040122329	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_166	61.65506739	-1.487593444	0.442217083	-3.36	0.000768	0.00691152252	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_1425	333.7144829	-1.12747186	0.54175234	-2.081157343	0.0374195066	0.127618492	K06950	noPWY	No Module	-	-	99997	Function  unknown\n	['K06950;', 'uncharacterized', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.megahit.33_1_15	5.12090571	-1.482028989	0.9169647092	-1.62	0.1060438602	0.3466799054	K07658		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1426	1172.723719	-0.4326148508	0.3719196778	-1.163194304	0.2447506769	0.4404384301	K03136		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_4_134	20.04815225	-1.481815099	0.4872044411	-3.041464679	0.002354301854	0.01572312507	K04486	aminoacids	M00026	Histidine biosynthesis, PRPP => histidine	100	340	Histidine  metabolism	E3.1.3.15B; histidinol-phosphatase (PHP family)	3.1.3.15	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1427	453.713585	-0.67860333	0.278161945	-2.439598019	0.01470361316	0.06774939161	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_29_6	131.5325435	-1.481046033	0.465908756	-3.178832796	0.001478693627	0.01108530586	K00175	,energy,carbohydrate,carbohydrate,carbohydrate,carbohydrate	M00009,M00011,M00173,M00614,M00620	Citrate cycle (TCA cycle, Krebs cycle),Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate,Reductive citrate cycle (Arnon-Buchanan cycle),Anoxygenic_photosynthesis_in_green_sulfur_bacteria,Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	50.0,40.0,50.0,46.15384615384615,28.57142857142857	,720,10,20,620,650	,Carbon  fixation  pathways  in  prokaryotes  ,Glycolysis  /  Gluconeogenesis  ,Citrate  cycle  (TCA  cycle)  ,Pyruvate  metabolism  ,Butanoate  metabolism	korB oorB oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta	1.2.7.3,1.2.7.3	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_14_39	8.535954355	-2.895650842	1.060229128	-2.731155716	0.006311264408	0.06558091085	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
maxbin2.spades.006_6_161	87.01939014	-1.480149765	0.4162286384	-3.556097847	0.0003764039382	0.04826249758	K01999	transporters	No Module	-	-			['livK;', 'branched-chain', 'amino', 'acid', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Moorellia_sp._UNIPD5	AA
maxbin2.spades.001_1_1429	1147.063799	-0.7400401884	0.2997187156	-2.469115707	0.01354474141	0.06468991962	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1430	329.7478717	-0.3330009011	0.2931110385	-1.136091301	0.2559183554	0.4512732716	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.megahit.33_9_19	803.454276	-1.4795111	0.5413488033	-2.733008906	0.006275863538	0.05903134306	K00354	,noPWY,noPWY,noPWY	No Module	-	-	999,809,998,099,980	,Enzymes  with  EC  numbers\n,Enzymes  with  EC  numbers\n,Enzymes  with  EC  numbers\n	E1.6.99.1; NADPH2 dehydrogenase	1.6.99.1	Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1432	98.0692085	0.6530369484	0.3830753798	1.704721793	0.08824632332	0.2293523411	K09126	noPWY	No Module	-	-	99997	Function  unknown\n	['K09126;', 'uncharacterized', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_9_75	416.1358268	-1.479077743	0.5026228793	-2.942718694	0.003253439012	0.01989915821	K06714	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['rocR;', 'arginine', 'utilization', 'regulatory', 'protein\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.spades.15_9_65	51.33008892	-2.894163081	0.7118519165	-4.065681378	4.79e-05	0.001018846308	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_41_180	50.34591308	-1.477275656	0.5798776778	-2.547564274	0.01084778678	0.08534157259	K01921	,aminoacids,glycan_biosynthesis	No Module	-	-	470,550	,D-Amino  acid  metabolism  ,Peptidoglycan  biosynthesis	ddl; D-alanine-D-alanine ligase	6.3.2.4	Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.25_23_20	8.739960947	-1.477221609	1.097233471	-1.346314753	0.17820103	0.4997582029	K03657	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	uvrD pcrA; ATP-dependent DNA helicase UvrD/PcrA	5.6.2.4	Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1435	239.3468819	-0.6619398405	0.5038517165	-1.31	0.189	0.3661344345	K02601		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.megahit.33_44_2	17.9855164	-1.476292964	0.6198516696	-2.381687485	0.01723351571	0.1166029724	K07341	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['doc;', 'death', 'on', 'curing', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA
maxbin2.spades.001_1_1437	263.7620607	-0.3341218406	0.2969413881	-1.125211419	0.2604994554	0.4556679878	K02863	genetic_information_processing	No Module	-	-	3010	Ribosome	['RP-L1,', 'MRPL1,', 'rplA;', 'large', 'subunit', 'ribosomal', 'protein', 'L1\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.18_9_33	260.2865453	-1.474309807	0.5491947223	-2.684493763	0.007263973862	0.3093859888	K10439,K17213	transporters	No Module	-	-			['rbsB;', 'ribose', 'transport', 'system', 'substrate-binding', 'protein\n']	-	Limnochordia_sp._UNIPD14	AA
maxbin2.spades.001_1_1438	833.2722984	-0.8055469827	0.3211891303	-2.51	0.0121	0.06001426395	K02864	genetic_information_processing	No Module	-	-	3010	Ribosome	['RP-L10,', 'MRPL10,', 'rplJ;', 'large', 'subunit', 'ribosomal', 'protein', 'L10\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_59_8	17.76357454	-1.469882543	0.8223364553	-1.787446651	0.07386532742	0.3600381828	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_1440	233.7451644	-0.6661218014	0.3892089352	-1.71	0.08699325429	0.2279923879	K01872		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1441	78.70624052	-0.4338835834	0.4100867718	-1.058028723	0.2900423479	0.4844977994	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.25_42_5	17.7544678	-1.46986672	0.6985442406	-2.1	0.03536226166	0.2206945969	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA
maxbin2.spades.001_1_1443	2169.091689	0.4531316119	0.2498314421	1.813749335	0.06971632587	0.2003353428	K01622	,energy,carbohydrate,carbohydrate,carbohydrate	M00003	Gluconeogenesis, oxaloacetate => fructose-6P	87.5	,680,10,30,51	,Methane  metabolism  ,Glycolysis  /  Gluconeogenesis  ,Pentose  phosphate  pathway  ,Fructose  and  mannose  metabolism	K01622; fructose 16-bisphosphate aldolase/phosphatase	4.1.2.13,4.1.2.13	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
vamb.spades.267_56_30	10.59689376	-1.469496645	0.794982677	-1.84846373	0.06453528661	0.3303881968	K15986	energy	No Module	-	-	190	Oxidative  phosphorylation	ppaC; manganese-dependent inorganic pyrophosphatase	3.6.1.1	Tepidanaerobacteraceae_sp._UNIPD27	AA
maxbin2.spades.001_1_1446	102.0104453	0.8923225056	0.4574077331	1.950825141	0.05107785002	0.1631566498	K09728	noPWY	No Module	-	-	99997	Function  unknown\n	['K09728;', 'uncharacterized', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_4_28	66.99473487	-1.469164621	0.4921367218	-2.985277376	0.002833212854	0.01822270995	K02117	energy	M00159	V/A-type ATPase, prokaryotes	100	190	Oxidative  phosphorylation	ATPVA ntpA atpA; V/A-type H+/Na+-transporting ATPase subunit A	7.1.2.2,7.1.2.2	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1450	1864.076531	-0.357538245	0.2575737569	-1.388100439	0.1651064631	0.3343133483	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_10_108	50.81935166	-1.467468833	0.3924489935	-3.739260024	0.0001845627431	0.002134818934	K00995,K08744	lipid	No Module	-	-	564	Glycerophospholipid  metabolism	pgsA PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_65_1	33.61286812	-2.872409289	0.8356567917	-3.437307418	0.0005875283571	0.01217792449	K02015	transporters	No Module	-	-			['ABC.FEV.P;', 'iron', 'complex', 'transport', 'system', 'permease', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_7_75	46.70715002	-1.466533829	0.6222992562	-2.356637606	0.01844123376	0.07005193496	K03587,K08384	glycan_biosynthesis	No Module	-	-	550	Peptidoglycan  biosynthesis	ftsI; cell division protein FtsI (penicillin-binding protein 3)	3.4.16.4	Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1452	2749.847147	0.4758886402	0.3308370488	1.438438173	0.150309768	0.3147236698	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_23_10	22.57284157	-1.466119081	0.6142831223	-2.386715551	0.01699963861	0.06595244378	K21399	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	ortA; 2-amino-4-ketopentanoate thiolase alpha subunit	2.3.1.263	Caldanaerobacter_subterraneus_UNIPD13	AA
metabat2.megahit.33_43_8	36.70210453	-1.464611907	0.5021928429	-2.916433255	0.00354058468	0.03896577894	K05516		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA
metabat2.spades.15_38_7	12.50688499	-1.462460265	0.6503113612	-2.248861626	0.02452130113	0.08793860004	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA
maxbin2.spades.001_1_1457	169.1255679	-0.7994875441	0.4786388962	-1.670335509	0.09485300151	0.2413035641	K08971	noPWY	No Module	-	-	99996	General  function  prediction  only\n	['K08971;', 'putative', 'membrane', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
maxbin2.spades.001_1_1123	170.298695	-1.461822017	0.5385834854	-2.714197625	0.006643651983	0.03422143244	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA
maxbin2.spades.001_1_1459	5143.006355	0.5621644988	0.2613372135	2.151107725	0.03146769792	0.1142595278	K07332		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.15_6_99	3848.614701	-1.460920291	0.5996457455	-2.436305605	0.01483814253	0.06027511737	K03475	,transporters,carbohydrate	M00550	Ascorbate degradation, ascorbate => D-xylulose-5P	20	-,53	,-,Ascorbate  and  aldarate  metabolism	['ulaA,', 'sgaT;', 'ascorbate', 'PTS', 'system', 'EIIC', 'component\n']	-	Caldanaerobacter_subterraneus_UNIPD13	AA
